title,description,genres,genre_cat_list
Gehraiyaan,Takes you on a journey into the deep rooted intricacies of modern human relationships.,"['Drama', 'Romance']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
iBoy,"After being shot, Tom awakens from a coma to discover that fragments of his smartphone have been embedded in his head--and worse, that returning to normal teenage life is impossible because he has developed a strange set of superpowers.","['Action', 'Crime', 'Sci-Fi']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
G.B.F.,"What happens after Tanner is outed by his classmates and becomes the title ""gay best friend"" for three high school queen bees?","['Comedy', 'Drama', 'Romance']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Man Down,"In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor.","['Drama', 'Thriller', 'War']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Demons 2,A group of tenants and visitors are trapped in a 10-story high-rise apartment building infested with demons who proceed to hunt the dwindling humans down.,['Horror'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Vice Versa,"A divorced executive named Marshall and his 11-year-old son, Charlie, casually touch a magical Tibetan skull, releasing a mysterious power that transfers Marshall's mind to Charlie's body and vice versa. Their problems have just begun.","['Comedy', 'Fantasy']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Lucky You,"A hotshot poker player tries to win a tournament in Vegas, but is fighting a losing battle with his personal problems.","['Drama', 'Romance', 'Sport']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Kiss of Death,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.,"['Crime', 'Drama', 'Thriller']","[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Street Trash,"A liquor store owner sells alcoholic beverages to homeless people, unaware of what the bottles actually contain: toxic brew.","['Comedy', 'Horror']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Phantom,"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.","['Drama', 'History', 'Thriller']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Immortal,"In the distant future, Earth is occupied by ancient gods and genetically altered humans. When a god is sentenced to death he seeks a new human host and a woman to bear his child.","['Drama', 'Sci-Fi', 'Thriller']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Kuffs,"George Kuffs, 21, leaves a pregnant girlfriend. He visits his brother Brad to bum money off him. Brad's shot and George IDs the killer at SFPD but to no avail. He inherits Brad's patrol district. He keeps it to get the killer.","['Action', 'Comedy', 'Crime']","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Children,A relaxing Christmas vacation turns into a terrifying fight for survival as the children begin to turn on their parents.,"['Horror', 'Mystery', 'Thriller']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Welcome to Me,"When Alice Klieg wins the Mega-Millions lottery, she immediately quits her psychiatric meds and buys her own talk show.","['Comedy', 'Drama']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Henry's Crime,"Released from prison for a crime he didn't commit, an ex-con targets the same bank he was sent away for robbing.","['Comedy', 'Crime', 'Drama']","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Haunter,A teenager is stuck in a time loop that is not quite the same each time. She must uncover the truth but her actions have consequences for herself and others.,"['Fantasy', 'Horror', 'Mystery']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Then She Found Me,"April, 39, wants a baby but her husband leaves her. When her adoptive mother dies, she's contacted by her bio mom, a TV talk show host. April starts seeing the divorced dad of one of her students at school.","['Comedy', 'Drama', 'Romance']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Billy Bathgate,"In the year 1935, a teen named Billy Bathgate finds first love while becoming the protégé of fledgling gangster Dutch Schultz.","['Crime', 'Drama', 'Thriller']","[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Backtrack,A psychotherapist has nightmares and sinister visions. Ghosts? Is it more than his daughter's death causing this? He returns to his childhood home and dad to put things to rest.,"['Drama', 'Fantasy', 'Horror']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
At First Sight,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.,"['Drama', 'Romance']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Deathwatch,"In the middle of World War I, nine British soldiers caught behind enemy lines seek refuge in a complex network of German trenches. What they soon discover is that they aren't alone - and it isn't a German soldier that's hunting them down.","['Drama', 'Horror', 'War']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
Cockneys vs Zombies,A gang of bank robbers fight their way out of a zombie-infested London.,"['Action', 'Comedy', 'Horror']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Trapped in Paradise,Residents of a friendly Pennsylvania town foil three brothers' plan to rob a bank on Christmas Eve.,"['Adventure', 'Comedy', 'Crime']","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Police Story: Lockdown,"A man looking for the release of a long-time prisoner takes a police officer, his daughter, and a group of strangers hostage.","['Action', 'Crime', 'Drama']","[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Horde,"An end of the world battle between gangsters, cops and zombies.","['Action', 'Horror']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Hell,"In the not too distant future, people struggle to survive their greatest enemy, the sun.","['Horror', 'Sci-Fi', 'Thriller']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
The Machine Girl,"Maimed while seeking revenge, a girl becomes stronger than ever.","['Action', 'Comedy', 'Horror']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Waiting for Forever,"A Hollywood-set romantic tale of a guy who is content to live his life without a job yet with the love of his life, a young actress.","['Comedy', 'Drama', 'Romance']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Crimson Rivers 2: Angels of the Apocalypse,Pierre Niemans faces the threat of the apocalypse while investigating a series of ritual murders.,"['Action', 'Crime', 'Mystery']","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hyde Park on Hudson,"The story of the love affair between FDR and his distant cousin Margaret ""Daisy"" Suckley, centered around the weekend in 1939 when the King and Queen of the United Kingdom visited upstate New York.","['Biography', 'Comedy', 'Drama']","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Night Listener,"In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.","['Crime', 'Drama', 'Horror']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
The Babe,Babe Ruth becomes a baseball legend but is unheroic to those who know him.,"['Biography', 'Drama', 'Sport']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Ring 2,"Reiko takes Yôichi into hiding when her son begins to display frightening powers. Meanwhile, Mai Takano and the authorities begin a desperate search for them, as the mysterious Ring curse spreads.","['Horror', 'Mystery', 'Sci-Fi']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
Suck Me Shakespeer 2,Mr. Müller and his class are taking a school trip to Thailand to strengthen the reputation of their school.,['Comedy'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Darwin Awards,"To investigate bizarre insurance claims that transpired in either accidents, death or both, a former cop and an insurance investigator travel throughout the country to look at the cases up close.","['Adventure', 'Comedy', 'Romance']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Heartless,"Jamie Morgan, a young man with a large heart-shaped birthmark on his face, discovers that there are demons on the streets of East London.","['Drama', 'Fantasy', 'Horror']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Thalaivii,A biopic on the late Tamil Nadu Chief Minister J Jayalalithaa.,"['Biography', 'Drama']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Turnabout,"A troubled man survives a suicide attempt. He calls an old friend to rescue him in the middle of the night. Their journey is just beginning, and by daybreak, a tragedy will surface.","['Drama', 'Mystery', 'Thriller']","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Old,"A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day.","['Drama', 'Horror', 'Mystery']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
The Blue Lagoon,"In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene.","['Adventure', 'Drama', 'Romance']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
The School for Good and Evil,Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.,"['Action', 'Comedy', 'Drama']","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Salò, or the 120 Days of Sodom","In World War II Italy, four fascist libertines round up nine adolescent boys and girls and subject them to 120 days of physical, mental, and sexual torture.",['Drama'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Troll,"Deep in the Dovre mountain, something gigantic wakes up after a thousand years in captivity. The creature destroys everything in its path and quickly approaches Oslo.","['Action', 'Adventure', 'Drama']","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
I Know What You Did Last Summer,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,"['Horror', 'Mystery']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2012,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,"['Action', 'Adventure', 'Sci-Fi']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Barbarella,"Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy.","['Adventure', 'Comedy', 'Fantasy']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Oldboy,"Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason.","['Action', 'Drama', 'Mystery']","[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Percy Jackson & the Lightning Thief,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,"['Adventure', 'Family', 'Fantasy']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Man from Toronto,The world's deadliest assassin and New York's biggest screw-up are mistaken for each other at an Airbnb rental.,"['Action', 'Adventure', 'Comedy']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Cannibal Holocaust,"During a rescue mission into the Amazon rainforest, a professor stumbles across lost film shot by a missing documentary crew.","['Adventure', 'Horror']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Eat Pray Love,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".","['Biography', 'Drama', 'Romance']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Downsizing,"A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.","['Drama', 'Fantasy', 'Sci-Fi']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
The Contractor,"A discharged U.S. Special Forces sergeant, James Harper, risks everything for his family when he joins a private contracting organization.","['Action', 'Drama', 'Thriller']","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Underwater,A crew of oceanic researchers working for a deep sea drilling company try to get to safety after a mysterious earthquake devastates their deepwater research and drilling facility located at the bottom of the Mariana Trench.,"['Action', 'Horror', 'Sci-Fi']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
Persuasion,"Eight years after Anne Elliot was persuaded not to marry a dashing man of humble origins, they meet again. Will she seize her second chance at true love?","['Drama', 'Romance']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
California Man,"When they find a frozen caveman in their back yard, two high school outcasts thaw him and introduce him to modern life while he in turn gets them to actually enjoy life.",['Comedy'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Babysitter: Killer Queen,"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.","['Comedy', 'Horror']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Vivarium,A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.,"['Horror', 'Mystery', 'Sci-Fi']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
xXx,"An extreme sports athlete, Xander Cage, is recruited by the government on a special mission.","['Action', 'Adventure', 'Thriller']","[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The League of Extraordinary Gentlemen,"In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission.","['Action', 'Adventure', 'Fantasy']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Splice,Genetic engineers Clive Nicoli and Elsa Kast hope to achieve fame by successfully splicing together the DNA of different animals to create new hybrid animals for medical use.,"['Horror', 'Sci-Fi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
Career Opportunities,Jim is the dorky son of a local cement contractor who lives at home and has no direction. Josie is the gorgeous daughter of a wealthy businessman who dreams of leaving town. They find they have a lot in common.,"['Comedy', 'Romance']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Teenage Mutant Ninja Turtles,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.","['Action', 'Adventure', 'Comedy']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Species,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,"['Action', 'Horror', 'Sci-Fi']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
Made of Honour,A guy in love with an engaged woman tries to win her over after she asks him to be her maid of honor.,"['Comedy', 'Romance']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Without Remorse,"An elite Navy SEAL, goes on a path to avenge his wife's murder only to find himself inside of a larger conspiracy.","['Action', 'Thriller', 'War']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Clash of the Titans,"Perseus, a demigod and the son of Zeus, battles the minions of Hades and the Underworld in order to stop them from conquering Olympus and Earth.","['Action', 'Adventure', 'Fantasy']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Noah,Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,"['Action', 'Adventure', 'Drama']","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Pride and Prejudice and Zombies,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,"['Action', 'Comedy', 'Fantasy']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Addams Family,The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.,"['Animation', 'Comedy', 'Family']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Mortal Instruments: City of Bones,"When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.","['Action', 'Adventure', 'Fantasy']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Journey to the Center of the Earth,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.","['Action', 'Adventure', 'Family']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
